shape,rid,role,text,name,note,processor_flagged
"X6 abbreviated alt (ends ׳)","K00605","alt","קִיפֵּ׳","כִּיפֵּחַ","","false"
"X6 abbreviated alt (ends ׳)","K00605","alt","קִפֵּ׳","כִּיפֵּחַ","","false"
"X6 abbreviated alt (ends ׳)","K00607","alt","כֵּפְ׳","כֵּיפְלָא","","false"
"X6 abbreviated alt (ends ׳)","K00638","alt","כִּשּׁ׳","כִּישּׁוּף","","false"
"X6 abbreviated alt (ends ׳)","K00641","alt","כִּשָּׁ׳","כִּישָּׁרוֹן","","false"
"X6 abbreviated alt (ends ׳)","K00646","alt","כִּתּ׳","כִּיתּוּנָא","","false"
"X6 abbreviated alt (ends ׳)","K00651","alt","כִּת׳","כִּיתַּן","","false"
"X6 abbreviated alt (ends ׳)","K00653","alt","כִּיתְ׳","כִּיתָּנִיתָא","","false"
"X6 abbreviated alt (ends ׳)","K00665","alt","כַּ׳","כִּכְּרָא","","false"
"X6 abbreviated alt (ends ׳)","K00711","alt","גְּלוּפְ׳","כְּלוּפְסִין","","false"
"X6 abbreviated alt (ends ׳)","K00711","alt","קְלוּפְ׳","כְּלוּפְסִין","","false"
"X6 abbreviated alt (ends ׳)","K00751","alt","כִּילְ׳","כִּלְכּוּל","","false"
"X6 abbreviated alt (ends ׳)","K00767","alt","קַלְ׳","כַּלְמְתָא","","false"
"X6 abbreviated alt (ends ׳)","K00784","alt","כַּלְ׳","כַּלְּתָא","","false"
"X6 abbreviated alt (ends ׳)","K00784","alt","כַּלָּ׳","כַּלְּתָא","","false"
"X6 abbreviated alt (ends ׳)","K00790","alt","כְּמֵי׳","כְּמֵהוֹת","","false"
"X6 abbreviated alt (ends ׳)","K00847","alt","כִּינּוֹ׳","כִּנּוֹרָא","","false"
"X6 abbreviated alt (ends ׳)","K00857","alt","כְּנִשְׁ׳","כְּנִישָׁא","","false"
"X6 abbreviated alt (ends ׳)","K00876","alt","כִּי׳","כִּנָּרָא","","false"
"X6 abbreviated alt (ends ׳)","K00879","alt","כִּינֶּ׳","כִּנֶּרֶת","","false"
"X6 abbreviated alt (ends ׳)","K00882","alt","כִּי׳","כִּנְשָׁא","","false"
"X6 abbreviated alt (ends ׳)","K00926","alt","כְּסוּסְ׳","כְּסִיסְטָא","","false"
"X6 abbreviated alt (ends ׳)","K00958","alt","כְּסִיפְ׳","כְּסַפְתָּא","","false"
"X6 abbreviated alt (ends ׳)","K00992","alt","כִּיפּ׳","כִּפּוּר","","false"
"X6 abbreviated alt (ends ׳)","K00993","alt","כִּיפּ׳","כִּפּוּר²","","false"
"X6 abbreviated alt (ends ׳)","K01002","alt","כַּפּ׳","כָּפוּרְתָּא","","false"
"X6 abbreviated alt (ends ׳)","K01002","alt","כַּפ׳","כָּפוּרְתָּא","","false"
"X6 abbreviated alt (ends ׳)","K01002","alt","כְּפ׳","כָּפוּרְתָּא","","false"
"X6 abbreviated alt (ends ׳)","K01039","alt","כּוּפְ׳","כָּפְנִיתָא","","false"
"X6 abbreviated alt (ends ׳)","K01057","alt","כּוּפְ׳","כַּפְרָנָא","","false"
"X6 abbreviated alt (ends ׳)","K01093","alt","כַּרְדּוּ׳","כַּרְדִּיטִין","","false"
"X6 abbreviated alt (ends ׳)","K01099","alt","כּוּרְ׳","כֻּרְהָנָא","","false"
"X6 abbreviated alt (ends ׳)","K01105","alt","כְּרוּ׳","כְּרוֹבָא","","false"
"X6 abbreviated alt (ends ׳)","K01148","alt","כּוֹ׳","כָּרְחָא","","false"
"X6 abbreviated alt (ends ׳)","K01174","alt","קְ׳","כְּרִיסְפָּא","","false"
"X6 abbreviated alt (ends ׳)","K01196","alt","כ׳","*כַּרְכּוּז","","false"
"X6 abbreviated alt (ends ׳)","K01198","alt","כּוּרְכּ׳","כַּרְכּוֹם II","","false"
"X6 abbreviated alt (ends ׳)","K01199","alt","כַּרְקֹ׳","כַּרְכּוֹם","","false"
"X6 abbreviated alt (ends ׳)","K01202","alt","כִּירְ׳","כִּרְכּוּר","","false"
"X6 abbreviated alt (ends ׳)","K01212","alt","כַּרְכִּימִ׳","כַּרְכְּמִישָׁא","","false"
"X6 abbreviated alt (ends ׳)","K01213","alt","כּוּרְ׳","כַּרְכְּמִית","","false"
"X6 abbreviated alt (ends ׳)","K01290","alt","כְּרֵיתִ׳","כְּרֵתִינוֹן","","false"
"X6 abbreviated alt (ends ׳)","K01297","alt","כַּסְ׳","כַּשְׂדָּאָה","","false"
"X6 abbreviated alt (ends ׳)","K01300","alt","כְּשׁוֹ׳","כָּשׁוֹרָא","","false"
"X6 abbreviated alt (ends ׳)","K01342","alt","כִּתְ׳","כְּתַב II","","false"
"X6 abbreviated alt (ends ׳)","K01363","alt","כְּתוּ׳","כְּתִישָׁא","","false"
"X6 abbreviated alt (ends ׳)","K01373","alt","כִּי׳","כִּתְמָא","","false"
"X6 abbreviated alt (ends ׳)","K01389","alt","כִּי׳","כְּתַר²","","false"
"X6 abbreviated alt (ends ׳)","K01389","alt","כּוּ׳","כְּתַר²","","false"
"X6 abbreviated alt (ends ׳)","L00031","alt","לִי׳","לֵב²","","false"
"X6 abbreviated alt (ends ׳)","L00044","alt","לִי׳","לִבְדָּא","","false"
"X6 abbreviated alt (ends ׳)","L00060","alt","לְבִי׳","לְבוּשׁ²","","false"
"X6 abbreviated alt (ends ׳)","L00078","alt","לְבוּ׳","לְבֵיצִין","","false"
"X6 abbreviated alt (ends ׳)","L00087","alt","לִיבְ׳","לַבְלְבָא","","false"
"X6 abbreviated alt (ends ׳)","L00093","alt","לַב׳","לִבְלָר²","","false"
"X6 abbreviated alt (ends ׳)","L00093","alt","לִיבְ׳","לִבְלָר²","","false"
"X6 abbreviated alt (ends ׳)","L00102","alt","לִי׳","לִבְנָא","","false"
"X6 abbreviated alt (ends ׳)","L00103","alt","לְבֵי׳","לְבֵנָה","","false"
"X6 abbreviated alt (ends ׳)","L00111","alt","לִיבְ׳","לבְנָן","","false"
"X6 abbreviated alt (ends ׳)","L00117","alt","לַבְרָ׳","לְבָרְנַיָּא","","false"
"X6 abbreviated alt (ends ׳)","L00125","alt","לִיגָ׳","לֶגְטוֹן","","false"
"X6 abbreviated alt (ends ׳)","L00128","alt","לִי׳","לִגְיוֹן²","","false"
"X6 abbreviated alt (ends ׳)","L00135","alt","לִיגְ׳","לִגִלֵג","","false"
"X6 abbreviated alt (ends ׳)","L00138","alt","לִיגְ׳","לִגְלוּג","","false"
"X6 abbreviated alt (ends ׳)","L00139","alt","לִיגְ׳","לַגְלוֹג","","false"
"X6 abbreviated alt (ends ׳)","L00141","alt","לִיגְ׳","*לגְנָא","","false"
"X6 abbreviated alt (ends ׳)","L00252","alt","לֵי׳","לֵוָיָא","","false"
"X6 abbreviated alt (ends ׳)","L00258","alt","לְוָו׳","לְוָיְיתָא","","false"
"X6 abbreviated alt (ends ׳)","L00262","alt","לִיוְ׳","לִוְיָתָן","","false"
"X6 abbreviated alt (ends ׳)","L00280","alt","לוּלְיָא׳","לוּלְיָינוֹס","","false"
"X6 abbreviated alt (ends ׳)","L00281","alt","לוּלְיָא׳","לוּלְיָינִי","","false"
"X6 abbreviated alt (ends ׳)","L00281","alt","לוּלְיָ׳","לוּלְיָינִי","","false"
"X6 abbreviated alt (ends ׳)","L00282","alt","לוּלְיָא׳","לוּלְיָינִית","","false"
"X6 abbreviated alt (ends ׳)","L00282","alt","לוּלְיָ׳","לוּלְיָינִית","","false"
"X6 abbreviated alt (ends ׳)","L00299","alt","לוּ׳","לוֹעָא","","false"
"X6 abbreviated alt (ends ׳)","L00319","alt","לַוְקְיָיא׳","לַוְקְיָאנֵי","","false"
"X6 abbreviated alt (ends ׳)","L00319","alt","לַוְו׳","לַוְקְיָאנֵי","","false"
"X6 abbreviated alt (ends ׳)","L00322","alt","לַוְו׳","לַוְקָן","","false"
"X6 abbreviated alt (ends ׳)","L00322","alt","לַבְ׳","לַוְקָן","","false"
"X6 abbreviated alt (ends ׳)","L00346","alt","לְחַיָּ׳","לְחָיָיתָא","","false"
"X6 abbreviated alt (ends ׳)","L00351","alt","לְחֵינָ׳","לְחֵינְתָא","","false"
"X6 abbreviated alt (ends ׳)","L00358","alt","לִיחְ׳","לִחְלוּחִית","","false"
"X6 abbreviated alt (ends ׳)","L00360","alt","לִיחְ׳","לִחְלוּךְ","","false"
"X6 abbreviated alt (ends ׳)","L00378","alt","לוּ׳","לִחֲתָא","","false"
"X6 abbreviated alt (ends ׳)","L00404","alt","לֵיע׳","לֵיאוּ","","false"
"X6 abbreviated alt (ends ׳)","L00413","alt","לִבּ׳","לִיבּוּן","","false"
"X6 abbreviated alt (ends ׳)","L00434","alt","לְוְו׳","לִיוְוקָאֵי","","false"
"X6 abbreviated alt (ends ׳)","L00480","alt","לִמּ׳","לִימּוּדִים","","false"
"X6 abbreviated alt (ends ׳)","L00497","alt","לִסְ׳","לִיסְטָיוּתָא","","false"
"X6 abbreviated alt (ends ׳)","L00498","alt","לִסְ׳","לִיסְטֵיס","","false"
"X6 abbreviated alt (ends ׳)","L00514","alt","לִצְּ׳","*לִיצּוּי","","false"
"X6 abbreviated alt (ends ׳)","L00515","alt","לַיְי׳","לֵיצָן","","false"
"X6 abbreviated alt (ends ׳)","L00519","alt","לִקּ׳","לִיקּוּחַ","","false"
"X6 abbreviated alt (ends ׳)","L00526","alt","לִי׳","לִישׁ","","false"
"X6 abbreviated alt (ends ׳)","L00531","alt","לִשָׁ׳","לִישָׁן","","false"
"X6 abbreviated alt (ends ׳)","L00551","alt","לִיכְ׳","לִכְלוּךְ","","false"
"X6 abbreviated alt (ends ׳)","L00552","alt","לִיכְ׳","לַכְלוּכִית","","false"
"X6 abbreviated alt (ends ׳)","L00553","alt","לִיכְ׳","לִכְלֵךְ","","false"
"X6 abbreviated alt (ends ׳)","L00577","alt","לִימְ׳","לִמְלֵם","","false"
"X6 abbreviated alt (ends ׳)","L00590","alt","לִיסְ׳","לִסְתָא","","false"
"X6 abbreviated alt (ends ׳)","L00601","alt","לְעֵי׳","לְעוּנִים","","false"
"X6 abbreviated alt (ends ׳)","L00648","alt","לִי׳","לִפְצָא","","false"
"X6 abbreviated alt (ends ׳)","L00653","alt","לִיפְ׳","לִפְתָּא","","false"
"X6 abbreviated alt (ends ׳)","L00654","alt","לִיפְ׳","לִפְתּוּתָא","","false"
"X6 abbreviated alt (ends ׳)","L00656","alt","לִיפְ׳","לִפְתָּן","","false"
"X6 abbreviated alt (ends ׳)","L00657","alt","לִיפְ׳","לִפְתָּנָא","","false"
"X6 abbreviated alt (ends ׳)","L00695","alt","לְקִי׳","לַקִּישׁוּתָא","","false"
"X6 abbreviated alt (ends ׳)","L00707","alt","לִישְׁ׳","לִשְׁכָּה","","false"
"X6 abbreviated alt (ends ׳)","L00708","alt","לִישְׁ׳","לִשְׁכְּתָא","","false"
"X6 abbreviated alt (ends ׳)","L00709","alt","לִי׳","לִשְׁלוּשְׁתָּא","","false"
"X6 abbreviated alt (ends ׳)","L00710","alt","לִי׳","לִשְׁלֶשֶׁת","","false"
"X6 abbreviated alt (ends ׳)","M00020","alt","מֵ׳","*מְאָחָא","","false"
"X6 abbreviated alt (ends ׳)","M00061","alt","מְאֵי׳","מְאֵרָה","","false"
"X6 abbreviated alt (ends ׳)","M00093","alt","מִבְ׳","מַבַּע","","false"
"X6 abbreviated alt (ends ׳)","M00098","alt","מָבְ׳","מַבְרֵי","","false"
"X6 abbreviated alt (ends ׳)","M00117","alt","מִגְ׳","מַגְדָּא","","false"
"X6 abbreviated alt (ends ׳)","M00117","alt","מִיגְ׳","מַגְדָּא","","false"
"X6 abbreviated alt (ends ׳)","M00118","alt","מִיגְ׳","מִגְדָּא","","false"
"X6 abbreviated alt (ends ׳)","M00121","alt","מַגְ׳","מִגְדַּל","","false"
"X6 abbreviated alt (ends ׳)","M00121","alt","מוּגְ׳","מִגְדַּל","","false"
"X6 abbreviated alt (ends ׳)","M00122","alt","מוּגְ׳","מַגְדְּלָאָה","","false"
"X6 abbreviated alt (ends ׳)","M00125","alt","מַגְ׳","מִגְדָּנִין","","false"
"X6 abbreviated alt (ends ׳)","M00148","alt","מִיגְ׳","מִגְזְרָא","","false"
"X6 abbreviated alt (ends ׳)","M00165","alt","מָגִסְ׳","מָגִיסְטֵיר","","false"
"X6 abbreviated alt (ends ׳)","M00167","alt","מְגוּ׳","מְגִיסְתָּא","","false"
"X6 abbreviated alt (ends ׳)","M00168","alt","מְגוּ׳","מְגִיסְתָּא²","","false"
"X6 abbreviated alt (ends ׳)","M00171","alt","מָגוֹ׳","מָגֵיר","","false"
"X6 abbreviated alt (ends ׳)","M00180","alt","מַגָּ׳","מַגַּל","","false"
"X6 abbreviated alt (ends ׳)","M00187","alt","מְגִילְ׳","מְגִלְתָּא","","false"
"X6 abbreviated alt (ends ׳)","M00204","alt","מַגֵּי׳","מַגֵּפָה","","false"
"X6 abbreviated alt (ends ׳)","M00206","alt","מַגֵּיפְ׳","מַגֵּפְתָּא","","false"
"X6 abbreviated alt (ends ׳)","M00223","alt","מַגְרֵי׳","מַגְרֵפָה","","false"
"X6 abbreviated alt (ends ׳)","M00248","alt","מַדְבְּרָ׳","מְדַבְּרָנוּתָא","","false"
"X6 abbreviated alt (ends ׳)","M00296","alt","מַדִּי׳","מָדִינְחָא","","false"
"X6 abbreviated alt (ends ׳)","M00316","alt","מִ׳","מַדַּע","","false"
"X6 abbreviated alt (ends ׳)","M00317","alt","מִידַּ׳","מִדַּעַם","","false"
"X6 abbreviated alt (ends ׳)","M00328","alt","מַדְרֵי׳","מַדְרֵגָה","","false"
"X6 abbreviated alt (ends ׳)","M00331","alt","מִדְּ׳","מַדְרוֹן","","false"
"X6 abbreviated alt (ends ׳)","M00332","alt","מוֹדְ׳","מִדְרוֹן","","false"
"X6 abbreviated alt (ends ׳)","M00338","alt","מֶדְ׳","מִדְרָשָׁא","","false"
"X6 abbreviated alt (ends ׳)","M00354","alt","מָ׳","מְהוּלְתָּא","","false"
"X6 abbreviated alt (ends ׳)","M00373","alt","מַחֲ׳","מַהֲמוֹרוֹת","","false"
"X6 abbreviated alt (ends ׳)","M00391","alt","מובילי׳","מובילותא","","false"
"X6 abbreviated alt (ends ׳)","M00425","alt","מוֹהֲבִי׳","מוֹהֲבוּתָא","","false"
"X6 abbreviated alt (ends ׳)","M00539","alt","מָנְ׳","מוּנְיָיק","","false"
"X6 abbreviated alt (ends ׳)","M00586","alt","מַקְ׳","מוּקְדּוֹנְיָא","","false"
"X6 abbreviated alt (ends ׳)","M00625","alt","מַרְדְּ׳","מוּרְדְּקָא","","false"
"X6 abbreviated alt (ends ׳)","M00638","alt","מַרְטַ׳","מוּרְטַנְיָא","","false"
"X6 abbreviated alt (ends ׳)","M00664","alt","מוּרְנִי׳","מוֹרָנִיתָא","","false"
"X6 abbreviated alt (ends ׳)","M00711","alt","מְזוֹבְנָ׳","מְזַבְּנָנָא","","false"
"X6 abbreviated alt (ends ׳)","M00716","alt","מִיזְ׳","מִזְגָּא I","","false"
"X6 abbreviated alt (ends ׳)","M00788","alt","מַזִּירְ׳","מִזְרַק","","false"
"X6 abbreviated alt (ends ׳)","M00833","alt","מִיחְ׳","מִחְוַר","","false"
"X6 abbreviated alt (ends ׳)","M00842","alt","מִיחְ׳","מִחְזֵי","","false"
"X6 abbreviated alt (ends ׳)","M00902","alt","מַחְמְ׳","מְחַמַּר","","false"
"X6 abbreviated alt (ends ׳)","M00911","alt","מְחָ׳","מַחְסֵיל","","false"
"X6 abbreviated alt (ends ׳)","M00977","alt","מְטַלְטֶ׳","מְטוֹטֶלֶת","","false"
"X6 abbreviated alt (ends ׳)","M00982","alt","מְטוֹ׳","מַטּוּל III","","false"
"X6 abbreviated alt (ends ׳)","M00994","alt","מִיטַּ׳","מַטַּטְרוֹן","","false"
"X6 abbreviated alt (ends ׳)","M00997","alt","מִיטַ׳","מְטַכְסָא","","false"
"X6 abbreviated alt (ends ׳)","M00997","alt","מְטַקְ׳","מְטַכְסָא","","false"
"X6 abbreviated alt (ends ׳)","M01006","alt","מִיטַּ׳","מִטַּלְטְלִין","","false"
"X6 abbreviated alt (ends ׳)","M01019","alt","מִיטְ׳","מִטְמוּט","","false"
"X6 abbreviated alt (ends ׳)","M01069","alt","מִיטַּ׳","מִטַּרְפְּסָא","","false"
"X6 abbreviated alt (ends ׳)","M01071","alt","מְטַ׳","מַטַּרְתָּא","","false"
"X6 abbreviated alt (ends ׳)","M01127","alt","מְטָ׳","מִיטָטוֹר","","false"
"X6 abbreviated alt (ends ׳)","M01139","alt","מַיּ׳","מַיִין","","false"
"X6 abbreviated alt (ends ׳)","M01173","alt","מְלוֹט׳","מִילוֹטוֹמְיָא","","false"
"X6 abbreviated alt (ends ׳)","M01174","alt","מִלּ׳","מִילּוּי","","false"
"X6 abbreviated alt (ends ׳)","M01175","alt","מִלּ׳","מִילּוּל","","false"
"X6 abbreviated alt (ends ׳)","M01192","alt","מִלְ׳","מִילְפִּפּוֹן","","false"
"X6 abbreviated alt (ends ׳)","M01193","alt","מִלְ׳","מִילְפִּפּוֹנָא","","false"
"X6 abbreviated alt (ends ׳)","M01217","alt","מְיַי׳","מְיַנּוֹק","","false"
"X6 abbreviated alt (ends ׳)","M01226","alt","מֵנִי׳","מֵינִיקוּת","","false"
"X6 abbreviated alt (ends ׳)","M01231","alt","מְיַי׳","מְיַנְּקָא","","false"
"X6 abbreviated alt (ends ׳)","M01274","alt","מִצּ׳","מִיצּוּי","","false"
"X6 abbreviated alt (ends ׳)","M01275","alt","מִצּ׳","מִיצּוּעַ","","false"
"X6 abbreviated alt (ends ׳)","M01276","alt","מִצְ׳","מִיצְטְרָא","","false"
"X6 abbreviated alt (ends ׳)","M01279","alt","מַצּ׳","מִיצַּע","","false"
"X6 abbreviated alt (ends ׳)","M01318","alt","מֵשְׁ׳","מֵישָׁרָא","","false"
"X6 abbreviated alt (ends ׳)","M01327","alt","מִתּ׳","מִיתּוּחַ","","false"
"X6 abbreviated alt (ends ׳)","M01328","alt","מִתּ׳","מִיתּוּן","","false"
"X6 abbreviated alt (ends ׳)","M01348","alt","מַכְ׳","מִכְבַּר","","false"
"X6 abbreviated alt (ends ׳)","M01355","alt","מַכְ׳","מִכְוַור","","false"
"X6 abbreviated alt (ends ׳)","M01379","alt","מְכִל׳","מְכִילָא","","false"
"X6 abbreviated alt (ends ׳)","M01393","alt","מִי׳","מִכְלָה","","false"
"X6 abbreviated alt (ends ׳)","M01416","alt","מִכְ׳","מַכְנְסִין","","false"
"X6 abbreviated alt (ends ׳)","M01420","alt","מִיכְ׳","מִכְסָא","","false"
"X6 abbreviated alt (ends ׳)","M01424","alt","מַכְסִי׳","*מִכְסוֹרִין","","false"
"X6 abbreviated alt (ends ׳)","M01484","alt","מַלְבֵּינְ׳","*מַלְבֵּנְתָּא","","false"
"X6 abbreviated alt (ends ׳)","M01489","alt","מִי׳","מִלָּה","","false"
"X6 abbreviated alt (ends ׳)","M01524","alt","מִי׳","מֶלַח²","","false"
"X6 abbreviated alt (ends ׳)","M01568","alt","מִי׳","מַלְיְתָא","","false"
"X6 abbreviated alt (ends ׳)","M01574","alt","מֵי׳","מֵלַךְ","","false"
"X6 abbreviated alt (ends ׳)","M01574","alt","מִי׳","מֵלַךְ","","false"
"X6 abbreviated alt (ends ׳)","M01585","alt","מִילְ׳","מִלְכָנָא","","false"
"X6 abbreviated alt (ends ׳)","M01587","alt","מִילְ׳","מִלְכְּתָא","","false"
"X6 abbreviated alt (ends ׳)","M01588","alt","מִילְ׳","מִלְכְּתָנוּתָא","","false"
